iteration	time	nReplicationsDone	ConcentrationEnzyme_AcetGapperInMeth	ConcentrationEnzyme_AcetCreator	ConcentrationEnzyme_MethFiller	ConcentrationEnzyme_AcetCleaner	ConcentrationEnzyme_MethCreator	ConcentrationEnzyme_MethExtender	ConcentrationEnzyme_AcetReduceToMeth	ConcentrationEnzyme_MethReduceToAcet	ConcentrationEnzyme_AcetExtendToMeth	ConcentrationEnzyme_AcetFillerNN	ConcentrationEnzyme_MethCleaner	ConcentrationEnzyme_AcetExtender	ConcentrationEnzyme_MethCreatorNN	ConcentrationEnzyme_AcetEliminator	ConcentrationEnzyme_AcetExtender2	ConcentrationEnzyme_MethFillerNN	ConcentrationEnzyme_MethExtendToAcet	ConcentrationEnzyme_AcetFiller	ConcentrationEnzyme_MethGapperInAcet	ConcentrationEnzyme_AcetCreatorNN	ConcentrationEnzyme_MethEliminator	ConcentrationEnzyme_MethExtender2	AcetGapperInMeth_boundPos	AcetCreator_boundPos	MethFiller_boundPos	AcetCleaner_boundPos	MethCreator_boundPos	MethExtender_boundPos	AcetReduceToMeth_boundPos	MethReduceToAcet_boundPos	AcetExtendToMeth_boundPos	AcetFillerNN_boundPos	MethCleaner_boundPos	AcetExtender_boundPos	MethCreatorNN_boundPos	AcetEliminator_boundPos	AcetExtender2_boundPos	MethFillerNN_boundPos	MethExtendToAcet_boundPos	AcetFiller_boundPos	MethGapperInAcet_boundPos	AcetCreatorNN_boundPos	MethEliminator_boundPos	MethExtender2_boundPos	phase
	718	15.471125	3	1	0	0	1	0	0	1	1	1	2	1	0	0	1	0	1	6	0	1	0	1	0		209	80		207	114						66	76		60			122,124		150		112	0
	719	15.474259	3	1	0	0	1	1	0	1	1	1	2	1	0	0	1	0	1	6	0	1	0	1	0		209	80			114						66	76		60			122,124		150		112	0
	720	15.475620	3	1	0	0	1	1	0	1	1	1	2	1	0	0	1	0	0	6	0	1	0	1	0		209	80			114						66	76		60	19		122,124		150		112	0
	721	15.491261	3	1	0	0	1	1	0	1	1	1	2	1	0	0	1	0	0	6	0	1	0	0	0		209	80			114						66	76		60	19		122,124		150	207	112	0
	722	15.495998	3	1	0	0	1	1	0	1	1	1	2	1	0	0	0	0	0	6	0	1	0	0	0		209	80			114						66	76	191	60	19		122,124		150	207	112	0
	723	15.532216	3	1	0	1	1	1	0	1	1	1	2	1	0	0	0	0	0	6	0	1	0	0	0		209				114						66	76	191	60	19		122,124		150	207	112	0
	724	15.557242	3	1	0	0	1	1	0	1	1	1	2	1	0	0	0	0	0	6	0	1	0	0	0		209	165			114						66	76	191	60	19		122,124		150	207	112	0
	725	15.569435	3	1	0	0	1	1	0	1	1	1	2	1	0	0	0	0	0	6	0	1	1	0	0		209	165			114						66	76	191	60	19		122,124			207	112	0
	726	15.577862	3	1	1	0	1	1	0	1	1	1	2	1	0	0	0	0	0	6	0	1	1	0	0			165			114						66	76	191	60	19		122,124			207	112	0
	727	15.579660	3	1	1	0	1	1	0	1	1	1	2	1	0	1	0	0	0	6	0	1	1	0	0			165			114						66		191	60	19		122,124			207	112	0
	728	15.591476	3	1	1	0	1	1	0	1	1	1	2	1	0	1	0	0	0	6	1	1	1	0	0			165			114						66		191	60	19		122			207	112	0
	729	15.592545	3	1	1	0	1	1	0	1	1	1	2	1	0	1	0	0	0	6	1	1	1	1	0			165			114						66		191	60	19		122				112	0
	730	15.594476	3	1	1	0	1	1	0	1	1	1	2	1	0	1	0	0	1	6	1	1	1	1	0			165			114						66		191	60			122				112	0
	731	15.599592	3	1	1	0	1	1	1	1	1	1	2	1	0	1	0	0	1	6	1	1	1	1	0			165									66		191	60			122				112	0
	732	15.612147	3	1	1	0	1	1	1	1	1	1	2	1	0	1	0	0	0	6	1	1	1	1	0			165									66		191	60	26		122				112	0
	733	15.627084	3	1	1	0	1	1	0	1	1	1	2	1	0	1	0	0	0	6	1	1	1	1	0			165			0						66		191	60	26		122				112	0
	734	15.632930	3	1	1	0	1	1	0	1	1	1	2	1	0	1	0	0	0	6	1	1	1	1	1			165			0						66		191	60	26		122					0
	735	15.642079	3	1	1	0	1	1	0	1	1	1	2	1	0	1	0	0	0	6	1	1	1	1	0			165			0						66		191	60	26		122				185	0
	736	15.656087	3	1	1	0	1	1	0	1	1	1	2	1	0	1	0	1	0	6	1	1	1	1	0			165			0						66		191		26		122				185	0
	737	15.657761	3	1	1	0	1	1	0	1	1	1	2	1	0	1	0	1	0	6	1	1	1	1	1			165			0						66		191		26		122					0
	738	15.665802	3	1	1	0	1	1	0	1	1	1	2	1	1	1	0	1	0	6	1	1	1	1	1			165			0								191		26		122					0
	739	15.669930	3	1	1	0	1	1	0	1	1	1	2	1	0	1	0	1	0	6	1	1	1	1	1			165			0						120		191		26		122					0
	740	15.670232	3	1	1	0	1	1	0	1	1	1	2	1	0	1	0	1	0	6	1	1	1	1	0			165			0						120		191		26		122				107	0
	741	15.674302	3	1	1	0	1	1	0	1	1	1	2	1	0	1	0	1	0	6	1	1	1	0	0			165			0						120		191		26		122			103	107	0
	742	15.681744	3	1	1	0	1	1	0	1	1	1	1	1	0	1	0	1	0	6	1	1	1	0	0			165			0				131		120		191		26		122			103	107	0
	743	15.682172	3	1	1	0	1	1	0	1	1	1	1	1	0	1	0	1	0	6	1	1	1	0	1			165			0				131		120		191		26		122			103		0
	744	15.682592	3	1	1	0	1	1	0	1	1	1	1	1	0	1	0	1	0	6	1	1	1	0	0			165			0				131		120		191		26		122			103	162	0
	745	15.684564	3	1	1	0	1	1	0	1	1	1	1	1	0	1	0	1	0	6	2	1	1	0	0			165			0				131		120		191		26					103	162	0
	746	15.692007	3	1	1	0	1	1	0	1	1	1	1	1	0	1	0	0	0	6	2	1	1	0	0			165			0				131		120		191	85	26					103	162	0
	747	15.711916	3	1	1	0	1	1	0	1	1	1	1	1	1	1	0	0	0	6	2	1	1	0	0			165			0				131				191	85	26					103	162	0
	748	15.745176	3	1	1	1	1	1	0	1	1	1	1	1	1	1	0	0	0	6	2	1	1	0	0						0				131				191	85	26					103	162	0
	749	15.746427	3	1	1	1	1	1	0	1	1	1	1	1	1	1	0	0	0	6	1	1	1	0	0						0				131				191	85	26		151			103	162	0
	750	15.748648	3	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	6	1	1	1	0	0										131				191	85	26		151			103	162	0
	751	15.751683	3	1	1	1	1	1	0	1	1	1	1	1	1	1	0	0	0	6	1	1	1	0	0						239				131				191	85	26		151			103	162	0
	752	15.754707	3	1	1	1	1	1	0	1	1	1	1	1	1	1	1	0	0	6	1	1	1	0	0						239				131					85	26		151			103	162	0
	753	15.769807	3	1	1	1	1	1	0	1	1	1	1	1	0	1	1	0	0	6	1	1	1	0	0						239				131		217			85	26		151			103	162	0
	754	15.799448	3	1	1	0	1	1	0	1	1	1	1	1	0	1	1	0	0	6	1	1	1	0	0			37			239				131		217			85	26		151			103	162	0
	755	15.803293	3	1	1	0	1	1	0	1	1	1	1	1	0	1	1	0	0	6	1	1	0	0	0			37			239				131		217			85	26		151		62	103	162	0
	756	15.815455	3	1	1	0	1	1	1	1	1	1	1	1	0	1	1	0	0	6	1	1	0	0	0			37							131		217			85	26		151		62	103	162	0
	757	15.842191	3	1	1	0	1	1	0	1	1	1	1	1	0	1	1	0	0	6	1	1	0	0	0			37			194				131		217			85	26		151		62	103	162	0
	758	15.879797	3	1	1	0	1	1	0	1	1	1	1	1	0	1	1	0	0	6	1	1	1	0	0			37			194				131		217			85	26		151			103	162	0
	759	15.880434	3	1	1	0	1	1	0	1	1	1	1	1	0	1	1	0	0	6	2	1	1	0	0			37			194				131		217			85	26					103	162	0
	760	15.896514	3	1	1	1	1	1	0	1	1	1	1	1	0	1	1	0	0	6	2	1	1	0	0						194				131		217			85	26					103	162	0
	761	15.917042	3	1	0	1	1	1	0	1	1	1	1	1	0	1	1	0	0	6	2	1	1	0	0		229				194				131		217			85	26					103	162	0
	762	15.945386	3	1	0	1	1	1	0	1	1	1	1	1	0	1	1	0	0	6	2	1	1	1	0		229				194				131		217			85	26						162	0
	763	15.958736	3	1	0	0	1	1	0	1	1	1	1	1	0	1	1	0	0	6	2	1	1	1	0		229	77			194				131		217			85	26						162	0
	764	15.962774	3	1	0	0	1	1	0	1	1	1	1	1	0	1	1	0	0	6	2	1	0	1	0		229	77			194				131		217			85	26				64		162	0
	765	15.979994	3	1	0	0	1	1	0	1	1	1	2	1	0	1	1	0	0	6	2	1	0	1	0		229	77			194						217			85	26				64		162	0
	766	15.980915	3	1	0	0	1	1	0	1	1	1	2	1	0	1	1	0	0	6	1	1	0	1	0		229	77			194						217			85	26		219		64		162	0
	767	15.982368	3	1	0	0	1	1	0	1	1	1	2	1	0	1	1	0	0	6	2	1	0	1	0		229	77			194						217			85	26				64		162	0
	768	16.000679	3	1	0	0	1	1	0	1	1	1	2	1	0	1	1	1	0	6	2	1	0	1	0		229	77			194						217				26				64		162	0
	769	16.005888	3	1	0	0	1	1	0	1	1	1	2	1	0	1	1	1	0	6	2	1	1	1	0		229	77			194						217				26						162	0
	770	16.012003	3	1	0	0	1	1	0	1	1	1	2	1	0	1	1	0	0	6	2	1	1	1	0		229	77			194						217			63	26						162	0
	771	16.030401	3	1	1	0	1	1	0	1	1	1	2	1	0	1	1	0	0	6	2	1	1	1	0			77			194						217			63	26						162	0
	772	16.031023	3	1	1	0	1	1	0	1	1	1	2	1	0	1	1	0	0	6	1	1	1	1	0			77			194						217			63	26		65				162	0
	773	16.052284	3	1	1	1	1	1	0	1	1	1	2	1	0	1	1	0	0	6	1	1	1	1	0						194						217			63	26		65				162	0
	774	16.069717	3	1	1	1	1	1	0	1	1	1	2	1	0	1	1	0	1	6	1	1	1	1	0						194						217			63			65				162	0
	775	16.069815	3	1	1	0	1	1	0	1	1	1	2	1	0	1	1	0	1	6	1	1	1	1	0			186			194						217			63			65				162	0
	776	16.096048	3	1	1	1	1	1	0	1	1	1	2	1	0	1	1	0	1	6	1	1	1	1	0						194						217			63			65				162	0
	777	16.100002	3	1	1	1	1	1	0	1	1	1	1	1	0	1	1	0	1	6	1	1	1	1	0						194				61		217			63			65				162	0
	778	16.109442	3	1	1	1	1	1	0	1	1	1	1	1	0	1	1	0	1	5	1	1	1	1	0						194				61		217			63		119	65				162	0
	779	16.126171	3	1	1	1	1	1	0	1	1	1	1	1	0	1	1	0	1	5	1	1	0	1	0						194				61		217			63		119	65		227		162	0
	780	16.135109	3	1	1	1	1	1	0	1	1	1	1	1	1	1	1	0	1	5	1	1	0	1	0						194				61					63		119	65		227		162	0
	781	16.144012	3	1	1	0	1	1	0	1	1	1	1	1	1	1	1	0	1	5	1	1	0	1	0			168			194				61					63		119	65		227		162	0
	782	16.153191	3	1	1	0	1	1	0	1	1	1	1	1	1	1	1	0	1	5	2	1	0	1	0			168			194				61					63		119			227		162	0
	783	16.159739	3	1	1	0	1	1	0	1	1	1	1	1	0	1	1	0	1	5	2	1	0	1	0			168			194				61		139			63		119			227		162	0
	784	16.168316	3	1	1	0	1	1	0	1	1	1	1	1	0	1	1	0	0	5	2	1	0	1	0			168			194				61		139			63	23	119			227		162	0
	785	16.171152	3	1	1	0	1	1	0	1	1	1	1	1	0	1	1	0	0	6	2	1	0	1	0			168			194				61		139			63	23				227		162	0
	786	16.178913	3	1	1	0	1	1	0	1	1	1	1	1	0	1	1	0	0	6	2	1	0	1	1			168			194				61		139			63	23				227			0
	787	16.182699	3	1	1	0	1	1	0	1	1	1	1	1	0	1	1	0	0	6	2	1	0	1	0			168			194				61		139			63	23				227		110	0
	788	16.190502	3	1	0	0	1	1	0	1	1	1	1	1	0	1	1	0	0	6	2	1	0	1	0		96	168			194				61		139			63	23				227		110	0
	789	16.197985	3	1	0	0	1	1	1	1	1	1	1	1	0	1	1	0	0	6	2	1	0	1	0		96	168							61		139			63	23				227		110	0
	790	16.209902	3	1	0	0	1	1	1	1	1	1	1	1	0	0	1	0	0	6	2	1	0	1	0		96	168							61		139	192		63	23				227		110	0
	791	16.226562	3	1	0	0	1	1	1	1	1	1	1	1	0	0	1	0	0	6	2	1	0	1	1		96	168							61		139	192		63	23				227			0
	792	16.256784	3	1	0	0	1	1	1	1	1	1	1	1	0	0	1	0	0	6	2	1	0	1	0		96	168							61		139	192		63	23				227		181	0
	793	16.266644	3	1	0	0	1	1	1	0	1	1	1	1	0	0	1	0	0	6	2	1	0	1	0		96	168				44			61		139	192		63	23				227		181	0
	794	16.305067	3	1	0	0	1	1	1	0	0	1	1	1	0	0	1	0	0	6	2	1	0	1	0		96	168				44	83		61		139	192		63	23				227		181	0
	795	16.341356	3	1	0	0	1	1	1	0	1	1	1	1	0	0	1	0	0	6	2	1	0	1	0		96	168				44			61		139	192		63	23				227		181	0
	796	16.341537	3	1	0	0	1	1	0	0	1	1	1	1	0	0	1	0	0	6	2	1	0	1	0		96	168			75	44			61		139	192		63	23				227		181	0
	797	16.360886	3	1	0	0	1	0	0	0	1	1	1	1	0	0	1	0	0	6	2	1	0	1	0		96	168		103	75	44			61		139	192		63	23				227		181	0
	798	16.364244	3	1	0	0	1	0	0	0	1	1	1	1	0	0	1	1	0	6	2	1	0	1	0		96	168		103	75	44			61		139	192			23				227		181	0
	799	16.365448	3	1	0	1	1	0	0	0	1	1	1	1	0	0	1	1	0	6	2	1	0	1	0		96			103	75	44			61		139	192			23				227		181	0
	800	16.367949	3	1	0	1	1	0	0	0	1	1	1	1	0	0	1	0	0	6	2	1	0	1	0		96			103	75	44			61		139	192		210	23				227		181	0
	801	16.442234	3	1	0	1	1	0	0	0	1	1	1	1	0	1	1	0	0	6	2	1	0	1	0		96			103	75	44			61		139			210	23				227		181	0
	802	16.452057	3	1	0	1	1	0	0	0	1	1	1	1	0	1	1	0	1	6	2	1	0	1	0		96			103	75	44			61		139			210					227		181	0
	803	16.452238	3	1	0	1	1	0	1	0	1	1	1	1	0	1	1	0	1	6	2	1	0	1	0		96			103		44			61		139			210					227		181	0
	804	16.482412	3	1	0	1	1	0	0	0	1	1	1	1	0	1	1	0	1	6	2	1	0	1	0		96			103	183	44			61		139			210					227		181	0
	805	16.485991	3	1	0	0	1	0	0	0	1	1	1	1	0	1	1	0	1	6	2	1	0	1	0		96	113		103	183	44			61		139			210					227		181	0
	806	16.505898	3	1	0	0	1	0	0	0	1	1	1	1	0	1	1	0	1	6	2	1	0	1	1		96	113		103	183	44			61		139			210					227			0
	807	16.533966	3	1	0	0	1	0	0	0	1	1	1	1	1	1	1	0	1	6	2	1	0	1	1		96	113		103	183	44			61					210					227			0
	808	16.534924	3	1	0	1	1	0	0	0	1	1	1	1	1	1	1	0	1	6	2	1	0	1	1		96			103	183	44			61					210					227			0
	809	16.556395	3	1	0	1	1	0	0	0	1	1	1	1	1	1	1	0	1	6	1	1	0	1	1		96			103	183	44			61					210			138		227			0
	810	16.562408	3	1	0	1	1	0	0	0	1	1	1	1	1	1	1	0	1	6	1	1	0	1	0		96			103	183	44			61					210			138		227		193	0
	811	16.577946	3	1	0	0	1	0	0	0	1	1	1	1	1	1	1	0	1	6	1	1	0	1	0		96	163		103	183	44			61					210			138		227		193	0
	812	16.590725	3	1	0	0	1	0	0	1	1	1	1	1	1	1	1	0	1	6	1	1	0	1	0		96	163		103	183				61					210			138		227		193	0
	813	16.643984	3	1	0	0	1	0	0	1	1	1	1	1	0	1	1	0	1	6	1	1	0	1	0		96	163		103	183				61		149			210			138		227		193	0
	814	16.661114	3	1	0	0	1	0	0	1	1	1	1	1	0	1	1	0	1	5	1	1	0	1	0		96	163		103	183				61		149			210		44	138		227		193	0
	815	16.686516	3	1	0	0	1	0	0	1	1	1	1	1	0	1	1	0	1	5	1	1	0	1	1		96	163		103	183				61		149			210		44	138		227			0
	816	16.689947	3	1	0	0	1	1	0	1	1	1	1	1	0	1	1	0	1	5	1	1	0	1	1		96	163			183				61		149			210		44	138		227			0
	817	16.700621	3	1	0	0	1	1	0	1	1	1	1	1	0	1	1	0	0	5	1	1	0	1	1		96	163			183				61		149			210	104	44	138		227			0
	818	16.712984	3	1	0	0	1	1	0	1	1	1	2	1	0	1	1	0	0	5	1	1	0	1	1		96	163			183						149			210	104	44	138		227			0
	819	16.713470	3	1	0	0	1	1	0	1	1	1	2	1	0	1	1	0	0	6	1	1	0	1	1		96	163			183						149			210	104		138		227			0
	820	16.717587	3	1	0	0	1	1	0	1	1	1	2	1	0	1	1	0	0	6	1	1	0	1	0		96	163			183						149			210	104		138		227		190	0
	821	16.723608	3	1	0	0	1	1	0	1	1	1	2	1	0	1	1	0	0	5	1	1	0	1	0		96	163			183						149			210	104	83	138		227		190	0
	822	16.733202	3	1	0	0	1	1	0	1	1	1	2	1	0	1	1	0	0	5	1	1	1	1	0		96	163			183						149			210	104	83	138				190	0
	823	16.822626	3	1	0	0	1	1	0	1	1	1	2	1	0	1	1	0	0	5	1	1	1	1	1		96	163			183						149			210	104	83	138					0
	824	16.842297	3	1	0	0	1	1	0	1	1	1	2	1	0	1	1	1	0	5	1	1	1	1	1		96	163			183						149				104	83	138					0
	825	16.849878	3	1	0	0	1	1	0	1	1	1	2	1	0	1	1	1	0	5	1	1	1	1	0		96	163			183						149				104	83	138				196	0
	826	16.861799	3	1	0	0	1	1	0	1	1	1	2	1	0	1	1	1	0	6	1	1	1	1	0		96	163			183						149				104		138				196	0
	827	16.867849	3	1	0	0	1	0	0	1	1	1	2	1	0	1	1	1	0	6	1	1	1	1	0		96	163		199	183						149				104		138				196	0
	828	16.898163	3	1	1	0	1	0	0	1	1	1	2	1	0	1	1	1	0	6	1	1	1	1	0			163		199	183						149				104		138				196	0
	829	16.914003	3	1	1	0	1	0	0	1	1	1	2	1	0	1	0	1	0	6	1	1	1	1	0			163		199	183						149		227		104		138				196	0
	830	16.916178	3	1	1	0	1	0	0	1	1	1	2	1	0	1	0	1	0	6	1	1	1	1	1			163		199	183						149		227		104		138					0
	831	16.923040	3	1	1	0	1	0	0	1	1	1	2	1	0	1	0	0	0	6	1	1	1	1	1			163		199	183						149		227	87	104		138					0
	832	16.937284	3	1	1	0	1	0	0	1	1	1	2	1	0	1	0	0	0	6	1	1	1	1	0			163		199	183						149		227	87	104		138				197	0
	833	16.950865	3	1	1	0	1	0	0	0	1	1	2	1	0	1	0	0	0	6	1	1	1	1	0			163		199	183	84					149		227	87	104		138				197	0
	834	16.985697	3	1	1	0	1	0	0	0	1	1	2	1	0	1	0	0	0	6	2	1	1	1	0			163		199	183	84					149		227	87	104						197	0
	835	17.010065	3	1	1	0	1	0	0	0	1	1	2	1	0	1	0	0	0	5	2	1	1	1	0			163		199	183	84					149		227	87	104	97					197	0
	836	17.014906	3	1	1	0	1	1	0	0	1	1	2	1	0	1	0	0	0	5	2	1	1	1	0			163			183	84					149		227	87	104	97					197	0
	837	17.034370	3	1	1	0	1	1	0	0	1	1	2	1	0	1	0	0	0	5	2	1	1	1	1			163			183	84					149		227	87	104	97						0
	838	17.064224	3	1	1	0	1	1	0	0	1	1	2	1	0	1	0	0	0	5	2	1	1	0	1			163			183	84					149		227	87	104	97				199		0
	839	17.065643	3	1	1	0	1	1	0	0	1	1	2	1	0	1	1	0	0	5	2	1	1	0	1			163			183	84					149			87	104	97				199		0
	840	17.080687	3	1	1	0	1	1	0	0	1	1	2	1	0	1	1	0	0	5	2	1	0	0	1			163			183	84					149			87	104	97			215	199		0
	841	17.091747	3	1	1	0	1	1	0	0	1	1	2	1	0	1	1	0	0	5	2	1	0	0	0			163			183	84					149			87	104	97			215	199	108	0
	842	17.117928	3	1	1	0	1	1	0	0	1	1	2	1	0	1	1	0	0	5	2	1	1	0	0			163			183	84					149			87	104	97				199	108	0
	843	17.130241	3	1	1	1	1	1	0	0	1	1	2	1	0	1	1	0	0	5	2	1	1	0	0						183	84					149			87	104	97				199	108	0
	844	17.168329	3	1	1	1	1	1	0	0	1	1	2	1	0	1	1	0	1	5	2	1	1	0	0						183	84					149			87		97				199	108	0
	845	17.168682	3	1	1	1	1	1	1	0	1	1	2	1	0	1	1	0	1	5	2	1	1	0	0							84					149			87		97				199	108	0
	846	17.170424	3	1	1	1	1	1	1	0	1	1	2	1	0	1	1	1	1	5	2	1	1	0	0							84					149					97				199	108	0
	847	17.175770	3	1	1	1	1	1	1	0	1	1	2	1	0	1	1	1	0	5	2	1	1	0	0							84					149				191	97				199	108	0
	848	17.213137	3	1	1	1	1	1	0	0	1	1	2	1	0	1	1	1	0	5	2	1	1	0	0						74	84					149				191	97				199	108	0
	849	17.214203	3	1	1	1	1	1	0	1	1	1	2	1	0	1	1	1	0	5	2	1	1	0	0						74						149				191	97				199	108	0
	850	17.222181	3	1	1	1	1	1	0	1	1	1	2	1	0	1	1	0	0	5	2	1	1	0	0						74						149			148	191	97				199	108	0
	851	17.268106	3	1	1	1	1	1	0	1	1	1	2	1	0	1	1	0	1	5	2	1	1	0	0						74						149			148		97				199	108	0
	852	17.307266	3	1	1	1	1	1	0	1	1	1	2	1	0	1	1	0	1	5	2	1	0	0	0						74						149			148		97			94	199	108	0
	853	17.329847	3	1	1	1	1	1	0	1	1	1	2	1	0	1	1	0	1	5	2	1	0	0	1						74						149			148		97			94	199		0
	854	17.363571	3	1	1	1	1	1	0	1	1	1	2	1	0	1	1	1	1	5	2	1	0	0	1						74						149					97			94	199		0
	855	17.374729	3	1	1	1	1	1	0	1	1	1	2	1	0	1	1	1	1	6	2	1	0	0	1						74						149								94	199		0
	856	17.381773	3	1	1	1	1	1	0	1	1	1	2	1	0	1	1	0	1	6	2	1	0	0	1						74						149			230					94	199		0
	857	17.387049	3	1	1	1	1	1	0	1	1	1	2	1	0	1	1	0	1	5	2	1	0	0	1						74						149			230		84			94	199		0
	858	17.389435	3	1	1	1	1	1	0	1	1	1	2	1	0	1	1	0	0	5	2	1	0	0	1						74						149			230	182	84			94	199		0
	859	17.402908	3	1	1	1	1	1	0	1	1	1	2	1	0	1	1	0	0	5	2	1	0	1	1						74						149			230	182	84			94			0
	860	17.421944	3	1	1	1	1	1	0	1	1	1	1	1	0	1	1	0	0	5	2	1	0	1	1						74				216		149			230	182	84			94			0
	861	17.432913	3	1	1	1	1	1	0	1	1	1	1	1	0	1	1	0	0	5	2	1	0	1	0						74				216		149			230	182	84			94		100	0
	862	17.434919	3	1	1	1	1	1	0	1	1	1	2	1	0	1	1	0	0	5	2	1	0	1	0						74						149			230	182	84			94		100	0
	863	17.436314	3	1	1	1	1	1	0	1	1	1	2	1	0	1	1	1	0	5	2	1	0	1	0						74						149				182	84			94		100	0
	864	17.441353	3	1	1	1	1	1	0	1	1	1	2	1	0	1	1	0	0	5	2	1	0	1	0						74						149			221	182	84			94		100	0
	865	17.463921	3	1	1	1	1	1	0	1	1	1	2	1	0	1	1	0	0	6	2	1	0	1	0						74						149			221	182				94		100	0
	866	17.490629	3	1	1	1	1	1	0	1	0	1	2	1	0	1	1	0	0	6	2	1	0	1	0						74		97				149			221	182				94		100	0
	867	17.490812	3	1	1	1	1	1	0	1	0	1	2	1	1	1	1	0	0	6	2	1	0	1	0						74		97							221	182				94		100	0
	868	17.491102	3	1	1	1	1	0	0	1	0	1	2	1	1	1	1	0	0	6	2	1	0	1	0					71	74		97							221	182				94		100	0
	869	17.512726	3	1	1	1	1	0	0	1	0	1	2	1	1	1	1	0	0	6	2	1	1	1	0					71	74		97							221	182						100	0
	870	17.517677	3	1	1	1	1	0	0	1	0	1	2	1	1	1	1	0	0	6	1	1	1	1	0					71	74		97							221	182		95				100	0
	871	17.570406	3	1	1	1	1	0	0	1	0	1	2	1	1	0	1	0	0	6	1	1	1	1	0					71	74		97					237		221	182		95				100	0
	872	17.575518	3	1	1	1	1	0	0	1	0	1	2	1	0	0	1	0	0	6	1	1	1	1	0					71	74		97				208	237		221	182		95				100	0
	873	17.577339	3	1	1	1	1	1	0	1	0	1	2	1	0	0	1	0	0	6	1	1	1	1	0						74		97				208	237		221	182		95				100	0
	874	17.603100	3	1	1	1	1	1	0	1	0	1	2	1	0	0	1	1	0	6	1	1	1	1	0						74		97				208	237			182		95				100	0
	875	17.617317	3	1	1	1	1	1	0	1	0	1	2	1	0	0	1	0	0	6	1	1	1	1	0						74		97				208	237		88	182		95				100	0
	876	17.618711	3	1	1	1	1	1	0	1	1	1	2	1	0	0	1	0	0	6	1	1	1	1	0						74						208	237		88	182		95				100	0
	877	17.625217	3	1	1	1	1	0	0	1	1	1	2	1	0	0	1	0	0	6	1	1	1	1	0					233	74						208	237		88	182		95				100	0
	878	17.655125	3	1	1	1	1	0	0	1	1	1	1	1	0	0	1	0	0	6	1	1	1	1	0					233	74				93		208	237		88	182		95				100	0
	879	17.658806	3	1	1	1	1	0	0	1	1	1	1	1	0	0	1	0	0	6	1	1	1	1	1					233	74				93		208	237		88	182		95					0
	880	17.674545	3	1	1	1	1	0	0	1	1	1	1	1	0	0	1	0	0	5	1	1	1	1	1					233	74				93		208	237		88	182	97	95					0
	881	17.686480	3	1	1	1	1	0	0	1	1	1	1	1	0	0	1	0	0	6	1	1	1	1	1					233	74				93		208	237		88	182		95					0
	882	17.725481	3	1	1	1	1	0	0	1	1	1	1	1	0	0	1	0	1	6	1	1	1	1	1					233	74				93		208	237		88			95					0
	883	17.744532	3	1	1	1	1	0	0	1	1	1	1	1	1	0	1	0	1	6	1	1	1	1	1					233	74				93			237		88			95					0
	884	17.758509	3	1	1	1	1	0	0	1	1	1	1	1	1	0	1	0	1	6	1	1	1	1	0					233	74				93			237		88			95				101	0
	885	17.762804	3	1	1	1	1	0	0	1	1	1	1	1	1	1	1	0	1	6	1	1	1	1	0					233	74				93					88			95				101	0
	886	17.779215	3	1	1	1	1	0	0	1	1	1	1	1	0	1	1	0	1	6	1	1	1	1	0					233	74				93		90			88			95				101	0
	887	17.797070	3	1	1	1	1	0	0	1	1	1	1	1	0	1	1	1	1	6	1	1	1	1	0					233	74				93		90						95				101	0
	888	17.799604	3	1	1	1	1	0	0	1	1	1	1	1	0	1	1	0	1	6	1	1	1	1	0					233	74				93		90			89			95				101	0
	889	17.807087	3	1	1	1	1	0	0	1	1	1	1	1	0	1	1	1	1	6	1	1	1	1	0					233	74				93		90						95				101	0
	890	17.831785	3	1	1	1	1	0	0	1	1	1	1	1	0	1	1	0	1	6	1	1	1	1	0					233	74				93		90			69			95				101	0
	891	17.837702	3	1	1	1	1	0	0	1	1	1	1	1	0	1	1	1	1	6	1	1	1	1	0					233	74				93		90						95				101	0
	892	17.853365	3	1	1	1	1	0	0	1	1	1	1	1	0	1	1	1	1	6	1	1	0	1	0					233	74				93		90						95		227		101	0
	893	17.858093	3	1	1	1	1	0	0	1	1	1	1	1	0	1	1	0	1	6	1	1	0	1	0					233	74				93		90			226			95		227		101	0
	894	17.863743	3	1	1	1	1	0	0	1	1	1	1	1	0	1	1	0	0	6	1	1	0	1	0					233	74				93		90			226	238		95		227		101	0
	895	17.881666	3	1	1	1	1	0	0	1	1	1	2	1	0	1	1	0	0	6	1	1	0	1	0					233	74						90			226	238		95		227		101	0
	896	17.906374	3	1	1	1	1	0	0	1	1	1	2	1	0	1	1	0	0	5	1	1	0	1	0					233	74						90			226	238	70	95		227		101	0
	897	17.938957	3	1	1	1	1	0	0	1	1	1	2	1	0	1	1	1	0	5	1	1	0	1	0					233	74						90				238	70	95		227		101	0
	898	17.959190	3	1	1	1	1	0	1	1	1	1	2	1	0	1	1	1	0	5	1	1	0	1	0					233							90				238	70	95		227		101	0
	899	17.983339	3	1	1	1	1	1	1	1	1	1	2	1	0	1	1	1	0	5	1	1	0	1	0												90				238	70	95		227		101	0
	900	18.015697	3	1	1	1	1	1	0	1	1	1	2	1	0	1	1	1	0	5	1	1	0	1	0						236						90				238	70	95		227		101	0
